1759103142.049233 server started (25535): version 3.4, socket /tmp/tmux-1000/default, protocol 8
1759103142.049248 on Linux 6.6.87.2-microsoft-standard-WSL2 #1 SMP PREEMPT_DYNAMIC Thu Jun  5 18:30:46 UTC 2025
1759103142.049252 using libevent 2.1.12-stable poll
1759103142.049254 using ncurses 6.4 20240113
1759103142.050414 yylex_token: end at WS
1759103142.050416 yylex_token: command-prompt
1759103142.050418 yylex_token: end at WS
1759103142.050419 yylex_token: -I#S
1759103142.050421 yylex_token: end at WS
1759103142.050422 yylex_token: rename-session
1759103142.050424 yylex_token: end at WS
1759103142.050425 yylex_token: --
1759103142.050427 yylex_token: end at WS
1759103142.050428 yylex_token: %%
1759103142.050430 cmd_parse_build_commands 0:0: bind
1759103142.050432 cmd_parse_build_commands 0:1: -N
1759103142.050433 cmd_parse_build_commands 0:2: Rename current session
1759103142.050435 cmd_parse_build_commands 0:3: $
1759103142.050437 cmd_parse_build_commands 0:4 0:0: command-prompt
1759103142.050438 cmd_parse_build_commands 0:4 0:1: -I#S
1759103142.050440 cmd_parse_build_commands 0:4 0:2 0:0: rename-session
1759103142.050442 cmd_parse_build_commands 0:4 0:2 0:1: --
1759103142.050443 cmd_parse_build_commands 0:4 0:2 0:2: %%
1759103142.050445 cmd_parse_build_commands 0:0: command-prompt
1759103142.050447 cmd_parse_build_commands 0:1: -I#S
1759103142.050448 cmd_parse_build_commands 0:2 0:0: rename-session
1759103142.050450 cmd_parse_build_commands 0:2 0:1: --
1759103142.050451 cmd_parse_build_commands 0:2 0:2: %%
1759103142.050453 cmd_parse_build_commands 0:0: rename-session
1759103142.050455 cmd_parse_build_commands 0:1: --
1759103142.050456 cmd_parse_build_commands 0:2: %%
1759103142.050459 args_parse_flags: next --
1759103142.050460 args_parse: flags end at 2 of 3
1759103142.050462 args_parse: 2 = %% (type STRING)
1759103142.050464 cmd_parse_build_commands: rename-session "%%"
1759103142.050466 args_parse_flags: next -I#S
1759103142.050468 args_parse_flag_argument: -I = #S
1759103142.050469 args_parse: flags end at 2 of 3
1759103142.050471 args_parse: 2 = rename-session "%%" (type COMMANDS)
1759103142.050474 cmd_parse_build_commands: command-prompt -I "#S" { rename-session "%%" }
1759103142.050476 args_parse_flags: next -N
1759103142.050477 args_parse_flag_argument: -N = Rename current session
1759103142.050479 args_parse_flags: next $
1759103142.050480 args_parse: flags end at 3 of 5
1759103142.050482 args_parse: 3 = $ (type STRING)
1759103142.050485 args_parse: 4 = command-prompt -I "#S" { rename-session "%%" } (type COMMANDS)
1759103142.050488 cmd_parse_build_commands: bind-key -N "Rename current session" \\$ { command-prompt -I "#S" { rename-session "%%" } }
1759103142.050494 cmdq_get_command: [bind-key/0x63fd3241d380] group 58
1759103142.050496 cmdq_append <global>: [bind-key/0x63fd3241d380]
1759103142.050508 yylex_token: end at WS
1759103142.050510 yylex_token: bind
1759103142.050511 yylex_token: end at WS
1759103142.050513 yylex_token: -N
1759103142.050515 yylex_token: end at WS
1759103142.050516 yylex_token: Split window horizontally
1759103142.050518 yylex_get_word: %
1759103142.050520 yylex_token: end at WS
1759103142.050521 yylex_token: split-window
1759103142.050523 yylex_token: end at WS
1759103142.050524 yylex_token: -h
1759103142.050536 cmd_parse_build_commands 0:0: bind
1759103142.050538 cmd_parse_build_commands 0:1: -N
1759103142.050540 cmd_parse_build_commands 0:2: Split window horizontally
1759103142.050541 cmd_parse_build_commands 0:3: %
1759103142.050543 cmd_parse_build_commands 0:4 0:0: split-window
1759103142.050544 cmd_parse_build_commands 0:4 0:1: -h
1759103142.050546 cmd_parse_build_commands 0:0: split-window
1759103142.050548 cmd_parse_build_commands 0:1: -h
1759103142.050550 args_parse_flags: next -h
1759103142.050552 args_parse_flags: -h
1759103142.050554 args_parse: flags end at 2 of 2
1759103142.050556 cmd_parse_build_commands: split-window -h
1759103142.050557 args_parse_flags: next -N
1759103142.050559 args_parse_flag_argument: -N = Split window horizontally
1759103142.050561 args_parse_flags: next %
1759103142.050562 args_parse: flags end at 3 of 5
1759103142.050564 args_parse: 3 = % (type STRING)
1759103142.050566 args_parse: 4 = split-window -h (type COMMANDS)
1759103142.050569 cmd_parse_build_commands: bind-key -N "Split window horizontally" \\% { split-window -h }
1759103142.050571 cmdq_get_command: [bind-key/0x63fd32418370] group 70
1759103142.050573 cmdq_append <global>: [bind-key/0x63fd32418370]
1759103142.050575 yylex_token: end at WS
1759103142.050577 yylex_token: bind
1759103142.050578 yylex_token: end at WS
1759103142.050579 yylex_token: -N
1759103142.050581 yylex_token: end at WS
1759103142.050583 yylex_token: Kill current window
1759103142.050584 yylex_token: end at WS
1759103142.050586 yylex_token: &
1759103142.050587 yylex_token: end at WS
1759103142.050589 yylex_token: confirm-before
1759103142.050590 yylex_token: end at WS
1759103142.050592 yylex_token: -pkill-window #W? (y/n)
1759103142.050594 yylex_token: end at WS
1759103142.050595 yylex_token: kill-window
1759103142.050597 cmd_parse_build_commands 0:0: bind
1759103142.050599 cmd_parse_build_commands 0:1: -N
1759103142.050601 cmd_parse_build_commands 0:2: Kill current window
1759103142.050602 cmd_parse_build_commands 0:3: &
1759103142.050604 cmd_parse_build_commands 0:4 0:0: confirm-before
1759103142.050606 cmd_parse_build_commands 0:4 0:1: -pkill-window #W? (y/n)
1759103142.050607 cmd_parse_build_commands 0:4 0:2: kill-window
1759103142.050609 cmd_parse_build_commands 0:0: confirm-before
1759103142.050611 cmd_parse_build_commands 0:1: -pkill-window #W? (y/n)
1759103142.050613 cmd_parse_build_commands 0:2: kill-window
1759103142.050615 args_parse_flags: next -pkill-window #W? (y/n)
1759103142.050616 args_parse_flag_argument: -p = kill-window #W? (y/n)
1759103142.050618 args_parse_flags: next kill-window
1759103142.050620 args_parse: flags end at 2 of 3
1759103142.050621 args_parse: 2 = kill-window (type STRING)
1759103142.050624 cmd_parse_build_commands: confirm-before -p "kill-window #W? (y/n)" kill-window
1759103142.050626 args_parse_flags: next -N
1759103142.050628 args_parse_flag_argument: -N = Kill current window
1759103142.050629 args_parse_flags: next &
1759103142.050631 args_parse: flags end at 3 of 5
1759103142.050632 args_parse: 3 = & (type STRING)
1759103142.050635 args_parse: 4 = confirm-before -p "kill-window #W? (y/n)" kill-window (type COMMANDS)
1759103142.050639 cmd_parse_build_commands: bind-key -N "Kill current window" & { confirm-before -p "kill-window #W? (y/n)" kill-window }
1759103142.050641 cmdq_get_command: [bind-key/0x63fd3241da60] group 78
1759103142.050643 cmdq_append <global>: [bind-key/0x63fd3241da60]
1759103142.050645 yylex_token: end at WS
1759103142.050649 yylex_token: bind
1759103142.050651 yylex_token: end at WS
1759103142.050653 yylex_token: -N
1759103142.050654 yylex_token: end at WS
1759103142.050656 yylex_token: Prompt for window index to select
1759103142.050658 yylex_token: end at WS
1759103142.050659 yylex_token: '
1759103142.050661 yylex_token: end at WS
1759103142.050662 yylex_token: command-prompt
1759103142.050664 yylex_token: end at WS
1759103142.050665 yylex_token: -T
1759103142.050667 yylex_token: end at WS
1759103142.050668 yylex_token: window-target
1759103142.050670 yylex_token: end at WS
1759103142.050671 yylex_token: -pindex
1759103142.050673 yylex_token: end at WS
1759103142.050675 yylex_token: select-window
1759103142.050676 yylex_token: end at WS
1759103142.050678 yylex_token: -t
1759103142.050679 yylex_token: end at WS
1759103142.050681 yylex_token: :%%
1759103142.050683 cmd_parse_build_commands 0:0: bind
1759103142.050684 cmd_parse_build_commands 0:1: -N
1759103142.050686 cmd_parse_build_commands 0:2: Prompt for window index to select
1759103142.050687 cmd_parse_build_commands 0:3: '
1759103142.050689 cmd_parse_build_commands 0:4 0:0: command-prompt
1759103142.050691 cmd_parse_build_commands 0:4 0:1: -T
1759103142.050692 cmd_parse_build_commands 0:4 0:2: window-target
1759103142.050694 cmd_parse_build_commands 0:4 0:3: -pindex
1759103142.050696 cmd_parse_build_commands 0:4 0:4 0:0: select-window
1759103142.050697 cmd_parse_build_commands 0:4 0:4 0:1: -t
1759103142.050699 cmd_parse_build_commands 0:4 0:4 0:2: :%%
1759103142.050701 cmd_parse_build_commands 0:0: command-prompt
1759103142.050702 cmd_parse_build_commands 0:1: -T
1759103142.050704 cmd_parse_build_commands 0:2: window-target
1759103142.050705 cmd_parse_build_commands 0:3: -pindex
1759103142.050707 cmd_parse_build_commands 0:4 0:0: select-window
1759103142.050709 cmd_parse_build_commands 0:4 0:1: -t
1759103142.050710 cmd_parse_build_commands 0:4 0:2: :%%
1759103142.050712 cmd_parse_build_commands 0:0: select-window
1759103142.050714 cmd_parse_build_commands 0:1: -t
1759103142.050715 cmd_parse_build_commands 0:2: :%%
1759103142.050718 args_parse_flags: next -t
1759103142.050719 args_parse_flag_argument: -t = :%%
1759103142.050721 args_parse: flags end at 3 of 3
1759103142.050724 cmd_parse_build_commands: select-window -t ":%%"
1759103142.050725 args_parse_flags: next -T
1759103142.050727 args_parse_flag_argument: -T = window-target
1759103142.050729 args_parse_flags: next -pindex
1759103142.050730 args_parse_flag_argument: -p = index
1759103142.050732 args_parse: flags end at 4 of 5
1759103142.050734 args_parse: 4 = select-window -t ":%%" (type COMMANDS)
1759103142.050737 cmd_parse_build_commands: command-prompt -T window-target -p index { select-window -t ":%%" }
1759103142.050739 args_parse_flags: next -N
1759103142.050741 args_parse_flag_argument: -N = Prompt for window index to select
1759103142.050742 args_parse_flags: next '
1759103142.050744 args_parse: flags end at 3 of 5
1759103142.050745 args_parse: 3 = ' (type STRING)
1759103142.050749 args_parse: 4 = command-prompt -T window-target -p index { select-window -t ":%%" } (type COMMANDS)
1759103142.050753 cmd_parse_build_commands: bind-key -N "Prompt for window index to select" \\' { command-prompt -T window-target -p index { select-window -t ":%%" } }
1759103142.050756 cmdq_get_command: [bind-key/0x63fd3241ea40] group 86
1759103142.050758 cmdq_append <global>: [bind-key/0x63fd3241ea40]
1759103142.050762 yylex_token: end at WS
1759103142.050763 yylex_token: bind
1759103142.050765 yylex_token: end at WS
1759103142.050766 yylex_token: -N
1759103142.050768 yylex_token: end at WS
1759103142.050770 yylex_token: Switch to previous client
1759103142.050771 yylex_token: end at WS
1759103142.050773 yylex_token: (
1759103142.050774 yylex_token: end at WS
1759103142.050776 yylex_token: switch-client
1759103142.050777 yylex_token: end at WS
1759103142.050779 yylex_token: -p
1759103142.050781 cmd_parse_build_commands 0:0: bind
1759103142.050782 cmd_parse_build_commands 0:1: -N
1759103142.050784 cmd_parse_build_commands 0:2: Switch to previous client
1759103142.050789 cmd_parse_build_commands 0:3: (
1759103142.050791 cmd_parse_build_commands 0:4 0:0: switch-client
1759103142.050793 cmd_parse_build_commands 0:4 0:1: -p
1759103142.050795 cmd_parse_build_commands 0:0: switch-client
1759103142.050796 cmd_parse_build_commands 0:1: -p
1759103142.050799 args_parse_flags: next -p
1759103142.050800 args_parse_flags: -p
1759103142.050802 args_parse: flags end at 2 of 2
1759103142.050804 cmd_parse_build_commands: switch-client -p
1759103142.050805 args_parse_flags: next -N
1759103142.050807 args_parse_flag_argument: -N = Switch to previous client
1759103142.050809 args_parse_flags: next (
1759103142.050810 args_parse: flags end at 3 of 5
1759103142.050812 args_parse: 3 = ( (type STRING)
1759103142.050814 args_parse: 4 = switch-client -p (type COMMANDS)
1759103142.050817 cmd_parse_build_commands: bind-key -N "Switch to previous client" ( { switch-client -p }
1759103142.050819 cmdq_get_command: [bind-key/0x63fd3241eb40] group 98
1759103142.050821 cmdq_append <global>: [bind-key/0x63fd3241eb40]
1759103142.050823 yylex_token: end at WS
1759103142.050824 yylex_token: bind
1759103142.050826 yylex_token: end at WS
1759103142.050827 yylex_token: -N
1759103142.050829 yylex_token: end at WS
1759103142.050830 yylex_token: Switch to next client
1759103142.050832 yylex_token: end at WS
1759103142.050833 yylex_token: )
1759103142.050835 yylex_token: end at WS
1759103142.050836 yylex_token: switch-client
1759103142.050838 yylex_token: end at WS
1759103142.050839 yylex_token: -n
1759103142.050841 cmd_parse_build_commands 0:0: bind
1759103142.050843 cmd_parse_build_commands 0:1: -N
1759103142.050844 cmd_parse_build_commands 0:2: Switch to next client
1759103142.050846 cmd_parse_build_commands 0:3: )
1759103142.050848 cmd_parse_build_commands 0:4 0:0: switch-client
1759103142.050849 cmd_parse_build_commands 0:4 0:1: -n
1759103142.050851 cmd_parse_build_commands 0:0: switch-client
1759103142.050853 cmd_parse_build_commands 0:1: -n
1759103142.050855 args_parse_flags: next -n
1759103142.050857 args_parse_flags: -n
1759103142.050858 args_parse: flags end at 2 of 2
1759103142.050860 cmd_parse_build_commands: switch-client -n
1759103142.050862 args_parse_flags: next -N
1759103142.050863 args_parse_flag_argument: -N = Switch to next client
1759103142.050865 args_parse_flags: next )
1759103142.050867 args_parse: flags end at 3 of 5
1759103142.050868 args_parse: 3 = ) (type STRING)
1759103142.050870 args_parse: 4 = switch-client -n (type COMMANDS)
1759103142.050873 cmd_parse_build_commands: bind-key -N "Switch to next client" ) { switch-client -n }
1759103142.050876 cmdq_get_command: [bind-key/0x63fd3241f230] group 106
1759103142.050877 cmdq_append <global>: [bind-key/0x63fd3241f230]
1759103142.050879 yylex_token: end at WS
1759103142.050880 yylex_token: bind
1759103142.050882 yylex_token: end at WS
1759103142.050883 yylex_token: -N
1759103142.050885 yylex_token: end at WS
1759103142.050887 yylex_token: Rename current window
1759103142.050888 yylex_token: end at WS
1759103142.050889 yylex_token: ,
1759103142.050891 yylex_token: end at WS
1759103142.050893 yylex_token: command-prompt
1759103142.050894 yylex_token: end at WS
1759103142.050895 yylex_token: -I#W
1759103142.050897 yylex_token: end at WS
1759103142.050899 yylex_token: rename-window
1759103142.050903 yylex_token: end at WS
1759103142.050904 yylex_token: --
1759103142.050906 yylex_token: end at WS
1759103142.050907 yylex_token: %%
1759103142.050909 cmd_parse_build_commands 0:0: bind
1759103142.050911 cmd_parse_build_commands 0:1: -N
1759103142.050912 cmd_parse_build_commands 0:2: Rename current window
1759103142.050914 cmd_parse_build_commands 0:3: ,
1759103142.050916 cmd_parse_build_commands 0:4 0:0: command-prompt
1759103142.050917 cmd_parse_build_commands 0:4 0:1: -I#W
1759103142.050919 cmd_parse_build_commands 0:4 0:2 0:0: rename-window
1759103142.050920 cmd_parse_build_commands 0:4 0:2 0:1: --
1759103142.050922 cmd_parse_build_commands 0:4 0:2 0:2: %%
1759103142.050924 cmd_parse_build_commands 0:0: command-prompt
1759103142.050929 cmd_parse_build_commands 0:1: -I#W
1759103142.050931 cmd_parse_build_commands 0:2 0:0: rename-window
1759103142.050933 cmd_parse_build_commands 0:2 0:1: --
1759103142.050934 cmd_parse_build_commands 0:2 0:2: %%
1759103142.050936 cmd_parse_build_commands 0:0: rename-window
1759103142.050937 cmd_parse_build_commands 0:1: --
1759103142.050939 cmd_parse_build_commands 0:2: %%
1759103142.050941 args_parse_flags: next --
1759103142.050943 args_parse: flags end at 2 of 3
1759103142.050944 args_parse: 2 = %% (type STRING)
1759103142.050946 cmd_parse_build_commands: rename-window "%%"
1759103142.050948 args_parse_flags: next -I#W
1759103142.050950 args_parse_flag_argument: -I = #W
1759103142.050951 args_parse: flags end at 2 of 3
1759103142.050954 args_parse: 2 = rename-window "%%" (type COMMANDS)
1759103142.050957 cmd_parse_build_commands: command-prompt -I "#W" { rename-window "%%" }
1759103142.050958 args_parse_flags: next -N
1759103142.050960 args_parse_flag_argument: -N = Rename current window
1759103142.050961 args_parse_flags: next ,
1759103142.050963 args_parse: flags end at 3 of 5
1759103142.050964 args_parse: 3 = , (type STRING)
1759103142.050967 args_parse: 4 = command-prompt -I "#W" { rename-window "%%" } (type COMMANDS)
1759103142.050971 cmd_parse_build_commands: bind-key -N "Rename current window" , { command-prompt -I "#W" { rename-window "%%" } }
1759103142.050973 cmdq_get_command: [bind-key/0x63fd324200a0] group 114
1759103142.050975 cmdq_append <global>: [bind-key/0x63fd324200a0]
1759103142.050977 yylex_token: end at WS
1759103142.050978 yylex_token: bind
1759103142.050980 yylex_token: end at WS
1759103142.050981 yylex_token: -N
1759103142.050983 yylex_token: end at WS
1759103142.050985 yylex_token: Delete the most recent paste buffer
1759103142.050986 yylex_token: end at WS
1759103142.050988 yylex_token: -
1759103142.050989 yylex_token: end at WS
1759103142.050991 yylex_token: delete-buffer
1759103142.050993 cmd_parse_build_commands 0:0: bind
1759103142.050994 cmd_parse_build_commands 0:1: -N
1759103142.050996 cmd_parse_build_commands 0:2: Delete the most recent paste buffer
1759103142.050997 cmd_parse_build_commands 0:3: -
1759103142.050999 cmd_parse_build_commands 0:4 0:0: delete-buffer
1759103142.051001 cmd_parse_build_commands 0:0: delete-buffer
1759103142.051003 args_parse: flags end at 1 of 1
1759103142.051005 cmd_parse_build_commands: delete-buffer
1759103142.051006 args_parse_flags: next -N
1759103142.051008 args_parse_flag_argument: -N = Delete the most recent paste buffer
1759103142.051010 args_parse_flags: next -
1759103142.051011 args_parse: flags end at 3 of 5
1759103142.051013 args_parse: 3 = - (type STRING)
1759103142.051015 args_parse: 4 = delete-buffer (type COMMANDS)
1759103142.051018 cmd_parse_build_commands: bind-key -N "Delete the most recent paste buffer" - { delete-buffer }
1759103142.051020 cmdq_get_command: [bind-key/0x63fd32420740] group 126
1759103142.051021 cmdq_append <global>: [bind-key/0x63fd32420740]
1759103142.051025 yylex_token: end at WS
1759103142.051027 yylex_token: bind
1759103142.051029 yylex_token: end at WS
1759103142.051030 yylex_token: -N
1759103142.051032 yylex_token: end at WS
1759103142.051033 yylex_token: Move the current window
1759103142.051035 yylex_token: end at WS
1759103142.051036 yylex_token: .
1759103142.051038 yylex_token: end at WS
1759103142.051039 yylex_token: command-prompt
1759103142.051041 yylex_token: end at WS
1759103142.051042 yylex_token: -T
1759103142.051044 yylex_token: end at WS
1759103142.051045 yylex_token: target
1759103142.051047 yylex_token: end at WS
1759103142.051048 yylex_token: move-window
1759103142.051050 yylex_token: end at WS
1759103142.051051 yylex_token: -t
1759103142.051053 yylex_token: end at WS
1759103142.051054 yylex_token: %%
1759103142.051056 cmd_parse_build_commands 0:0: bind
1759103142.051058 cmd_parse_build_commands 0:1: -N
1759103142.051060 cmd_parse_build_commands 0:2: Move the current window
1759103142.051061 cmd_parse_build_commands 0:3: .
1759103142.051063 cmd_parse_build_commands 0:4 0:0: command-prompt
1759103142.051068 cmd_parse_build_commands 0:4 0:1: -T
1759103142.051070 cmd_parse_build_commands 0:4 0:2: target
1759103142.051071 cmd_parse_build_commands 0:4 0:3 0:0: move-window
